62 3 4
0 1 2
1 0 1 2
2 1 2
3 1 2
0 0
1 1 0 1
2 3 1 1
3 2 1 1
4 5 1 1
5 4 2 1
6 4 2 1
7 2 1 1
8 5 1 1
9 2 2 1
10 2 1 1
11 2 2 1
12 2 2 1
13 5 1 1
14 3 2 1
15 7 1 1
16 2 1 1
17 3 1 1
18 3 1 1
19 2 2 1
20 2 1 1
21 5 0 1
22 5 2 1
23 2 1 1
24 1 1 1
25 2 1 1
26 2 2 1
27 3 1 1
28 3 2 1
29 5 1 1
30 2 2 1
31 1 0 1
32 2 2 1
33 4 1 1
34 7 2 1
35 2 2 1
36 3 1 1
37 2 2 1
38 4 1 1
39 3 1 1
40 6 1 1
41 3 1 1
42 1 1 1
43 4 2 1
44 1 2 1
45 3 1 1
46 4 2 1
47 1 2 1
48 2 1 1
49 1 2 1
50 3 1 1
51 2 1 1
52 3 1 1
53 4 1 1
54 3 2 1
55 5 2 1
56 1 2 1
57 3 2 1
58 1 0 1
59 2 2 1
60 4 1 1
61 0
0 1 2 3
1 4 5 6
2 10 22 52
3 26 33 51
4 9 20 24
5 8 14 37
6 7
7 11 13
8 12 16 52
9 18 26 44
10 15
11 23 28 48
12 43 47 60
13 15 17 22
14 21
15 19 30 40
16 23 33 38
17 53
18 38
19 27 28 45
20 35
21 22 32
22 31
23 40 50
24 25
25 29 33 42
26 47
27 37 41 46
28 34 39
29 36 37 56
30 49 57
31 41
32 35
33 43 53 55
34 59
35 41
36 39 49
37 39 50
38 45
39 44 55
40 47
41 51
42 43 45 48
43 50
44 58
45 46 51 54
46 59
47 49
48 52 57
49 54
50 54
51 53 57 58
52 55
53 56
54 58
55 59
56 60
57 60
58 61
59 61
60 61
61
