62 3 5
0 0 1 2
1 1
2 1 2
3 1
4 1 2
0 0
1 7 0 1
2 2 1 1
3 4 1 1
4 1 1 1
5 2 1 1
6 1 2 1
7 2 2 1
8 1 1 1
9 2 1 1
10 5 2 1
11 1 1 1
12 3 2 1
13 3 1 1
14 3 1 1
15 1 0 1
16 1 1 1
17 1 1 1
18 4 2 1
19 4 0 1
20 3 1 1
21 2 1 1
22 3 1 1
23 3 2 1
24 5 2 1
25 4 1 1
26 4 0 1
27 1 1 1
28 4 1 1
29 4 1 1
30 2 1 1
31 2 2 1
32 4 1 1
33 1 2 1
34 3 0 1
35 5 1 1
36 4 1 1
37 2 2 1
38 3 1 1
39 5 1 1
40 1 1 1
41 3 1 1
42 1 1 1
43 4 1 1
44 3 1 1
45 3 1 1
46 2 1 1
47 2 2 1
48 5 1 1
49 2 1 1
50 3 1 1
51 2 1 1
52 2 1 1
53 4 1 1
54 2 1 1
55 3 1 1
56 2 1 1
57 4 1 1
58 1 1 1
59 2 1 1
60 2 2 1
61 0
0 1 2 3
1 4 5 9
2 16 38
3 52 56
4 6 8 18
5 7 13 19
6 12 16 25
7 23 31 50
8 40 51 52
9 10 12 40
10 11 14 20
11 13 15 18
12 17 33
13 28 60
14 28 56
15 16 26 30
16 22 48
17 35
18 22 26
19 23 44 46
20 21 34 45
21 24
22 27 47 52
23 48
24 29 37 46
25 48
26 27 28
27 39 41
28 31 35
29 35 38 39
30 32 33 36
31 55
32 50 51
33 34
34 37
35 41
36 42
37 49 58
38 42 47
39 51
40 49
41 43
42 60
43 49
44 58
45 54
46 56
47 50
48 54 55 58
49 53
50 53
51 57
52 54 59
53 55
54 57
55 59
56 57 59
57 60
58 61
59 61
60 61
61
