92 3 5
0 1 2
1 0 2
2 1 2
3 2
4 1 2
0 0
1 3 1 1
2 1 2 1
3 2 2 1
4 3 2 1
5 2 2 1
6 2 2 1
7 2 1 1
8 3 1 1
9 2 1 1
10 4 2 1
11 3 1 1
12 2 0 1
13 2 2 1
14 2 2 1
15 2 2 1
16 3 1 1
17 4 1 1
18 2 1 1
19 1 2 1
20 2 2 1
21 3 2 1
22 3 1 1
23 3 2 1
24 1 2 1
25 1 1 1
26 3 1 1
27 2 2 1
28 3 2 1
29 3 2 1
30 3 2 1
31 2 2 1
32 2 1 1
33 1 2 1
34 1 1 1
35 3 2 1
36 2 1 1
37 4 2 1
38 1 1 1
39 2 2 1
40 1 1 1
41 4 2 1
42 4 2 1
43 1 1 1
44 4 2 1
45 1 1 1
46 4 2 1
47 4 2 1
48 4 2 1
49 4 2 1
50 1 2 1
51 2 1 1
52 3 0 1
53 2 2 1
54 1 1 1
55 2 1 1
56 4 2 1
57 2 1 1
58 3 1 1
59 2 2 1
60 2 0 1
61 3 2 1
62 4 2 1
63 1 2 1
64 3 0 1
65 3 2 1
66 4 2 1
67 3 1 1
68 2 2 1
69 2 2 1
70 2 0 1
71 2 2 1
72 1 2 1
73 3 0 1
74 2 2 1
75 2 1 1
76 1 2 1
77 4 1 1
78 2 2 1
79 2 0 1
80 3 1 1
81 3 0 1
82 3 1 1
83 5 2 1
84 1 2 1
85 2 0 1
86 3 1 1
87 1 2 1
88 3 1 1
89 3 2 1
90 3 0 1
91 0
0 1 2 3
1 4 16 32
2 5 67
3 26 28 46
4 7 10 11
5 6 8 9
6 20
7 17 38 41
8 21 23 27
9 18 42 74
10 12 13 15
11 14 19 22
12 33
13 18 29 40
14 37
15 24 34 47
16 39 48 88
17 30
18 25 41
19 37 52
20 57 61
21 49 84
22 30 56
23 28
24 31 35
25 36 55 85
26 86
27 54 66
28 29 71 72
29 63
30 40
31 51 75 76
32 79
33 83
34 44
35 43 64 76
36 49 53 71
37 87
38 42 43 45
39 47 68
40 63 69
41 53
42 46
43 52 62
44 46
45 47 50
46 69 75
47 59 60 80
48 50 70
49 62 65 73
50 54 58 64
51 57 68 72
52 68
53 90
54 57 75
55 65 77
56 62 71 89
57 77 80
58 82 86
59 64 69
60 73 82
61 63 74
62 79
63 70
64 72
65 79
66 74
67 83
68 78 81
69 70 81
70 78
71 83
72 73
73 77 89
74 76 78
75 80
76 87
77 81
78 82
79 88
80 84 85
81 86
82 84 85
83 87
84 90
85 89
86 90
87 88
88 91
89 91
90 91
91
