62 3 4
0 1 2
1 0 1 2
2 1 2
3 1 2
0 0
1 3 0 1
2 1 1 1
3 4 1 1
4 1 1 1
5 3 1 1
6 1 1 1
7 1 1 1
8 1 2 1
9 4 2 1
10 5 2 1
11 2 1 1
12 1 2 1
13 2 1 1
14 2 1 1
15 3 2 1
16 6 2 1
17 2 1 1
18 3 2 1
19 2 2 1
20 3 2 1
21 1 2 1
22 2 2 1
23 4 1 1
24 2 1 1
25 2 0 1
26 2 2 1
27 1 2 1
28 2 1 1
29 2 1 1
30 3 2 1
31 3 1 1
32 2 1 1
33 1 0 1
34 1 2 1
35 4 2 1
36 4 1 1
37 1 2 1
38 3 2 1
39 4 1 1
40 3 0 1
41 1 1 1
42 2 0 1
43 1 2 1
44 1 0 1
45 1 1 1
46 3 2 1
47 1 2 1
48 4 1 1
49 3 1 1
50 2 1 1
51 3 2 1
52 2 1 1
53 3 2 1
54 2 1 1
55 3 1 1
56 2 2 1
57 1 1 1
58 1 1 1
59 2 1 1
60 5 1 1
61 0
0 1 2 3
1 9 13 26
2 5 6 8
3 4 20 52
4 18 30 59
5 12 14 21
6 7 30 39
7 31 53
8 29 31 38
9 10 11 17
10 20 56
11 19 29 47
12 15 16 18
13 27 28 47
14 15 34 45
15 22 24 31
16 23 43 50
17 20 23 54
18 29 34 35
19 32 37 54
20 36 41 44
21 22 25 35
22 50 53
23 24 28 48
24 25 27 41
25 38 52
26 27 28 37
27 51
28 30 40 55
29 33
30 33 56
31 41 43 47
32 33 35 36
33 46
34 40 54
35 40 45
36 38 42 45
37 44 49 52
38 49
39 42 44
40 46
41 57
42 43 49 50
43 51 58
44 48
45 46 58
46 60
47 48
48 59
49 53
50 51
51 57
52 55 56
53 57
54 55
55 60
56 58 60
57 59
58 61
59 61
60 61
61
