92 3 4
0 1 2
1 1 2
2 0 1 2
3 1 2
0 0
1 1 2 1
2 2 2 1
3 4 1 1
4 1 2 1
5 3 1 1
6 1 1 1
7 1 0 1
8 1 2 1
9 1 2 1
10 1 1 1
11 1 2 1
12 5 1 1
13 1 1 1
14 4 2 1
15 1 1 1
16 1 2 1
17 2 2 1
18 5 0 1
19 1 2 1
20 2 1 1
21 3 2 1
22 3 2 1
23 2 1 1
24 2 2 1
25 1 2 1
26 3 1 1
27 4 1 1
28 3 1 1
29 1 1 1
30 2 2 1
31 2 2 1
32 1 2 1
33 1 2 1
34 1 0 1
35 3 2 1
36 2 0 1
37 6 1 1
38 2 2 1
39 3 2 1
40 3 2 1
41 5 2 1
42 4 0 1
43 3 1 1
44 4 2 1
45 4 1 1
46 1 1 1
47 3 1 1
48 3 2 1
49 1 2 1
50 4 2 1
51 3 2 1
52 2 1 1
53 3 2 1
54 2 0 1
55 1 2 1
56 1 2 1
57 1 1 1
58 2 1 1
59 4 2 1
60 2 1 1
61 5 1 1
62 5 1 1
63 2 1 1
64 4 2 1
65 3 1 1
66 4 2 1
67 5 0 1
68 3 2 1
69 3 1 1
70 2 1 1
71 4 1 1
72 2 2 1
73 2 2 1
74 2 2 1
75 2 1 1
76 1 2 1
77 6 2 1
78 4 1 1
79 4 2 1
80 1 2 1
81 2 2 1
82 2 2 1
83 2 1 1
84 2 2 1
85 2 0 1
86 1 1 1
87 4 2 1
88 2 2 1
89 2 1 1
90 2 2 1
91 0
0 1 2 3
1 5 53
2 8 34
3 4 7 68
4 6 10 12
5 16 45
6 30 38 66
7 18 23 35
8 9 11 15
9 63
10 14 27 76
11 79
12 13 19 20
13 47
14 43
15 17 21
16 22 24
17 39
18 22 32 70
19 33 41 64
20 25 42
21 29 61 68
22 36 48
23 26 57
24 28 60 77
25 45 70
26 44
27 72
28 31 50 84
29 44 82
30 84
31 37 46 65
32 69
33 56
34 40
35 63 80
36 60
37 49 55
38 70
39 72
40 75
41 62 66
42 54
43 51 72
44 58 73
45 81
46 55
47 52
48 69
49 67
50 74
51 59
52 54 78
53 74
54 69
55 90
56 89
57 71
58 81
59 80
60 61
61 80
62 75
63 83
64 87
65 67
66 87
67 71
68 75
69 79
70 87
71 88
72 77 83
73 76
74 85
75 77 78 85
76 90
77 84
78 82
79 85
80 81
81 83
82 88
83 86
84 86
85 86
86 88
87 90
88 91
89 91
90 91
91
