32 3 4
0 2
1 2
2 0 1 2
3 1 2
0 0
1 2 2 1
2 4 0 1
3 2 2 1
4 3 2 1
5 3 2 1
6 1 2 1
7 2 2 1
8 4 2 1
9 1 2 1
10 3 1 1
11 1 2 1
12 2 2 1
13 3 2 1
14 4 2 1
15 1 0 1
16 6 2 1
17 2 2 1
18 3 2 1
19 3 2 1
20 1 2 1
21 1 2 1
22 2 2 1
23 1 2 1
24 2 1 1
25 3 2 1
26 4 0 1
27 2 0 1
28 3 2 1
29 4 2 1
30 2 2 1
31 0
0 1 2 3
1 4 5 6
2 9 13 14
3 4 6 7
4 11 12 16
5 10 12 17
6 8 13 27
7 13 21 24
8 11 20 30
9 10
10 15 16
11 15 23
12 15 18 21
13 20 22 23
14 19 21 24
15 29
16 18 19
17 18 20 24
18 22 27 28
19 22 26
20 25 28
21 23 26
22 25 30
23 28
24 25 26 30
25 29
26 27
27 29
28 31
29 31
30 31
31
