92 3 4
0 1 2
1 1 2
2 1 2
3 0 1 2
0 0
1 2 2 1
2 4 1 1
3 4 2 1
4 1 2 1
5 2 1 1
6 2 1 1
7 1 1 1
8 1 1 1
9 2 2 1
10 3 0 1
11 3 2 1
12 2 1 1
13 3 1 1
14 2 1 1
15 1 2 1
16 2 2 1
17 2 1 1
18 4 1 1
19 2 2 1
20 3 1 1
21 1 1 1
22 2 2 1
23 2 2 1
24 2 1 1
25 2 0 1
26 1 2 1
27 3 1 1
28 3 1 1
29 1 2 1
30 1 0 1
31 2 1 1
32 1 2 1
33 1 1 1
34 1 2 1
35 4 0 1
36 2 2 1
37 3 1 1
38 2 2 1
39 2 1 1
40 1 2 1
41 2 1 1
42 4 2 1
43 3 1 1
44 2 2 1
45 2 2 1
46 2 0 1
47 1 1 1
48 3 0 1
49 5 2 1
50 2 0 1
51 2 1 1
52 2 2 1
53 2 2 1
54 1 2 1
55 3 2 1
56 1 1 1
57 2 2 1
58 2 2 1
59 2 0 1
60 2 2 1
61 3 2 1
62 3 2 1
63 2 2 1
64 3 2 1
65 2 1 1
66 2 1 1
67 4 1 1
68 1 2 1
69 2 2 1
70 2 2 1
71 3 1 1
72 4 2 1
73 1 1 1
74 2 1 1
75 6 1 1
76 1 2 1
77 2 1 1
78 2 1 1
79 2 2 1
80 1 2 1
81 2 2 1
82 2 2 1
83 2 2 1
84 1 2 1
85 2 2 1
86 5 1 1
87 1 0 1
88 2 1 1
89 3 2 1
90 2 2 1
91 0
0 1 2 3
1 30
2 4 6 21
3 34 37 79
4 5 10 12
5 7 8 11
6 14
7 26 36 42
8 9 80
9 16 19 32
10 16 18 22
11 60
12 13 18 47
13 48 53
14 15 17 20
15 39 54
16 59
17 23 26 27
18 35
19 28 77
20 46 49
21 44
22 24 25 81
23 40
24 29 62
25 33 41 56
26 51 72 76
27 45 74
28 38 70 90
29 31 71
30 69
31 78
32 76
33 43
34 46 53
35 57
36 86
37 42
38 65 86
39 52 82
40 84
41 68
42 61
43 55
44 60 83
45 69
46 76
47 66
48 50 58
49 62
50 66
51 67
52 73
53 74
54 55
55 59
56 57
57 63 67
58 61
59 63
60 70
61 64
62 63
63 70
64 67
65 78
66 68
67 75
68 90
69 77 85
70 75
71 90
72 87
73 83
74 83
75 85
76 81
77 79
78 84 88
79 86
80 85
81 89
82 87
83 84
84 89
85 87 89
86 88
87 88
88 91
89 91
90 91
91
