92 3 4
0 0 1 2
1 1 2
2 1 2
3 1 2
0 0
1 3 1 1
2 5 2 1
3 1 2 1
4 2 2 1
5 3 2 1
6 3 0 1
7 2 1 1
8 1 1 1
9 3 1 1
10 1 2 1
11 1 1 1
12 4 1 1
13 1 1 1
14 1 1 1
15 1 0 1
16 2 2 1
17 2 2 1
18 2 0 1
19 2 1 1
20 3 2 1
21 2 2 1
22 3 1 1
23 3 0 1
24 4 1 1
25 1 1 1
26 3 0 1
27 1 2 1
28 3 1 1
29 3 2 1
30 2 2 1
31 2 2 1
32 2 2 1
33 3 1 1
34 2 1 1
35 2 2 1
36 3 2 1
37 3 2 1
38 3 1 1
39 2 1 1
40 1 2 1
41 2 2 1
42 2 1 1
43 1 2 1
44 3 1 1
45 2 2 1
46 4 1 1
47 1 1 1
48 3 0 1
49 1 1 1
50 3 1 1
51 2 1 1
52 1 2 1
53 2 2 1
54 2 1 1
55 2 1 1
56 1 0 1
57 3 0 1
58 3 0 1
59 3 2 1
60 1 1 1
61 3 2 1
62 1 0 1
63 2 2 1
64 1 1 1
65 2 1 1
66 3 0 1
67 3 1 1
68 4 2 1
69 2 1 1
70 2 0 1
71 3 1 1
72 2 1 1
73 5 1 1
74 2 1 1
75 3 2 1
76 2 1 1
77 1 0 1
78 2 1 1
79 1 2 1
80 2 2 1
81 2 1 1
82 2 1 1
83 2 1 1
84 2 1 1
85 2 2 1
86 1 2 1
87 4 0 1
88 1 1 1
89 1 2 1
90 5 2 1
91 0
0 1 2 3
1 5 11 13
2 6 7 75
3 4 7 8
4 19 24 27
5 38 40 43
6 15 30 37
7 9 22 71
8 10 18 41
9 21 32 40
10 12 22 34
11 14 16 23
12 28 37 55
13 33 46 59
14 17 20 25
15 33 35 62
16 26 61 66
17 29 31 47
18 36 67 68
19 65
20 29 49
21 24 28 58
22 35 38 54
23 39 52 85
24 29 53 76
25 45 58 78
26 39 47
27 35 44 88
28 47 60
29 51 52 69
30 39 58
31 36 46 84
32 57
33 87
34 42 62 67
35 43 59 64
36 40 43 44
37 38 48 66
38 51 53
39 42 50 53
40 55 60
41 42 56 83
42 46 63 69
43 48 73
44 55 76 77
45 48 83
46 71 73
47 64 72 79
48 82
49 52 66 88
50 67 70 71
51 59 63 70
52 61
53 68 72
54 56 57
55 79
56 60 61 62
57 63 64
58 85
59 65 77 89
60 69
61 80
62 84
63 68 74 86
64 65 82
65 73
66 83
67 79 81
68 81
69 70 72
70 80
71 74 80
72 74
73 87
74 77 88
75 76
76 78 85
77 78
78 81
79 82
80 86
81 90
82 89
83 84 87
84 89
85 86
86 90
87 90
88 91
89 91
90 91
91
