92 3 4
0 1 2
1 0 1 2
2 1 2
3 1 2
0 0
1 5 1 1
2 3 2 1
3 1 2 1
4 4 2 1
5 3 1 1
6 2 1 1
7 1 1 1
8 3 2 1
9 4 1 1
10 1 0 1
11 4 1 1
12 2 1 1
13 4 2 1
14 3 0 1
15 5 2 1
16 1 1 1
17 4 1 1
18 3 1 1
19 1 2 1
20 6 2 1
21 4 1 1
22 3 2 1
23 2 1 1
24 3 0 1
25 5 2 1
26 3 1 1
27 4 2 1
28 2 1 1
29 3 2 1
30 4 2 1
31 3 2 1
32 3 1 1
33 4 1 1
34 1 1 1
35 3 2 1
36 1 1 1
37 3 1 1
38 2 2 1
39 3 2 1
40 4 2 1
41 3 2 1
42 3 2 1
43 4 2 1
44 3 2 1
45 1 2 1
46 5 1 1
47 4 2 1
48 1 1 1
49 1 2 1
50 1 1 1
51 3 2 1
52 3 2 1
53 3 0 1
54 2 0 1
55 1 1 1
56 4 2 1
57 3 0 1
58 1 1 1
59 5 2 1
60 3 2 1
61 2 2 1
62 1 0 1
63 2 2 1
64 4 1 1
65 4 2 1
66 2 2 1
67 3 1 1
68 2 1 1
69 6 1 1
70 2 2 1
71 2 2 1
72 3 2 1
73 3 1 1
74 3 2 1
75 1 1 1
76 3 1 1
77 2 2 1
78 3 1 1
79 2 1 1
80 3 1 1
81 2 1 1
82 2 2 1
83 3 2 1
84 2 1 1
85 1 1 1
86 2 2 1
87 4 0 1
88 1 1 1
89 3 2 1
90 3 2 1
91 0
0 1 2 3
1 4 11 34
2 7 12 15
3 6 8 69
4 5 10
5 53
6 13 82
7 46 57
8 9 43
9 21 39 58
10 37 51
11 73
12 14 22 55
13 17 28 36
14 26 42 66
15 16 37 62
16 18 32 70
17 19 31
18 24 41 47
19 20 50
20 45
21 25 75 86
22 23 44 54
23 50
24 85
25 27
26 30 64
27 65
28 29 35
29 77
30 33
31 32
32 65
33 78
34 38
35 40 76
36 59
37 38 52
38 48 57 74
39 60
40 66
41 60
42 49
43 81
44 50 72
45 68 71
46 64
47 65 85
48 56
49 84
50 61
51 82
52 57
53 80
54 84
55 63
56 67 80
57 63
58 70
59 68 79
60 72
61 71
62 74
63 79
64 73
65 68
66 71
67 70
68 87
69 83
70 79
71 73
72 78
73 74 85
74 89
75 78 82
76 83 86
77 90
78 89
79 84
80 81
81 89
82 83
83 88
84 86
85 90
86 87
87 88
88 91
89 91
90 91
91
