32 3 5
0 0 1 2
1 1 2
2 1
3 1 2
4 1 2
0 0
1 1 1 1
2 2 1 1
3 1 2 1
4 3 2 1
5 3 2 1
6 3 1 1
7 1 1 1
8 2 1 1
9 2 1 1
10 3 1 1
11 4 1 1
12 1 1 1
13 1 1 1
14 2 1 1
15 2 2 1
16 2 2 1
17 4 2 1
18 2 2 1
19 1 2 1
20 4 0 1
21 2 1 1
22 2 1 1
23 1 1 1
24 2 1 1
25 1 1 1
26 1 1 1
27 3 1 1
28 2 0 1
29 5 1 1
30 2 1 1
31 0
0 1 2 3
1 4 6 7
2 13 16 17
3 14 17 27
4 5 9 26
5 16 18 24
6 17 26 29
7 8 12 13
8 10 11 20
9 10 21 27
10 19 23
11 15 16 23
12 14 15 23
13 14 15 18
14 25 28
15 19 26 29
16 21 22 29
17 18 20 24
18 19
19 22 25
20 21 22
21 25 28
22 30
23 24
24 28
25 30
26 27
27 30
28 31
29 31
30 31
31
