92 3 4
0 1 2
1 0 1 2
2 1
3 1 2
0 0
1 2 1 1
2 2 1 1
3 1 2 1
4 1 2 1
5 3 1 1
6 1 2 1
7 2 1 1
8 2 1 1
9 2 2 1
10 2 2 1
11 3 2 1
12 1 1 1
13 2 2 1
14 3 1 1
15 1 2 1
16 3 1 1
17 4 0 1
18 2 2 1
19 3 2 1
20 1 2 1
21 1 2 1
22 1 1 1
23 2 1 1
24 1 2 1
25 2 2 1
26 4 1 1
27 1 1 1
28 2 1 1
29 1 1 1
30 1 2 1
31 3 1 1
32 2 1 1
33 4 1 1
34 1 2 1
35 2 1 1
36 2 2 1
37 3 1 1
38 4 1 1
39 1 2 1
40 2 0 1
41 3 1 1
42 1 1 1
43 4 1 1
44 1 1 1
45 1 1 1
46 2 1 1
47 3 1 1
48 1 1 1
49 5 2 1
50 2 2 1
51 2 1 1
52 2 2 1
53 2 1 1
54 2 1 1
55 2 0 1
56 4 1 1
57 3 2 1
58 1 2 1
59 1 1 1
60 1 2 1
61 3 1 1
62 3 1 1
63 3 2 1
64 4 1 1
65 2 0 1
66 2 2 1
67 2 1 1
68 1 1 1
69 3 0 1
70 1 1 1
71 1 1 1
72 2 1 1
73 2 1 1
74 1 0 1
75 2 1 1
76 2 1 1
77 3 2 1
78 2 2 1
79 2 1 1
80 1 1 1
81 1 2 1
82 2 2 1
83 2 1 1
84 1 1 1
85 2 2 1
86 1 2 1
87 1 1 1
88 3 1 1
89 2 2 1
90 2 0 1
91 0
0 1 2 3
1 10 20 34
2 8 12
3 4 5 6
4 21 29 49
5 31
6 7
7 9 11 24
8 13 14 22
9 36 43 62
10 79 80
11 15 23
12 25 26 28
13 42
14 17 39
15 16 18 40
16 47 61 70
17 32 35 46
18 19 27
19 30
20 55
21 61
22 41 56
23 34
24 73
25 71
26 37 59
27 33 38 50
28 48
29 89
30 32
31 54
32 37
33 52
34 51
35 44 66
36 40
37 66 68
38 45
39 66
40 82
41 48
42 74 81
43 52 64
44 83
45 77
46 63 76
47 52
48 53
49 58 84
50 58
51 62
52 68
53 87
54 60
55 64
56 57 68
57 78 86
58 62 89
59 70 75
60 67 72
61 69 77
62 64
63 65
64 65 76
65 74
66 87
67 83
68 86
69 75 90
70 83
71 76
72 82
73 78
74 77
75 86
76 78 87
77 85
78 85
79 81
80 90
81 82
82 85
83 84
84 90
85 88
86 88 89
87 88
88 91
89 91
90 91
91
