92 3 4
0 2
1 1 2
2 0 1 2
3 1 2
0 0
1 1 2 1
2 8 2 1
3 1 1 1
4 1 2 1
5 4 1 1
6 2 1 1
7 3 0 1
8 3 1 1
9 4 2 1
10 2 2 1
11 3 2 1
12 4 1 1
13 2 1 1
14 1 2 1
15 1 2 1
16 1 2 1
17 1 2 1
18 1 1 1
19 3 0 1
20 3 2 1
21 1 1 1
22 1 1 1
23 4 2 1
24 3 2 1
25 3 0 1
26 5 1 1
27 3 2 1
28 2 2 1
29 2 2 1
30 2 2 1
31 6 2 1
32 2 2 1
33 1 1 1
34 3 2 1
35 1 1 1
36 2 1 1
37 6 0 1
38 3 1 1
39 4 2 1
40 4 1 1
41 3 2 1
42 1 1 1
43 6 2 1
44 6 1 1
45 1 1 1
46 4 2 1
47 2 1 1
48 4 1 1
49 3 2 1
50 3 2 1
51 1 2 1
52 3 1 1
53 2 2 1
54 2 2 1
55 6 2 1
56 6 1 1
57 1 1 1
58 2 1 1
59 3 2 1
60 4 2 1
61 1 2 1
62 3 2 1
63 2 1 1
64 3 1 1
65 3 2 1
66 2 1 1
67 1 1 1
68 1 1 1
69 1 2 1
70 4 2 1
71 3 2 1
72 3 1 1
73 1 2 1
74 4 1 1
75 1 2 1
76 3 2 1
77 3 2 1
78 3 2 1
79 2 1 1
80 3 2 1
81 1 1 1
82 1 1 1
83 1 2 1
84 2 2 1
85 3 2 1
86 2 2 1
87 6 1 1
88 5 2 1
89 2 2 1
90 3 1 1
91 0
0 1 2 3
1 4 5 6
2 12 24 79
3 33 43 59
4 7 34
5 8 14 24
6 22 43 58
7 16 51 71
8 9 10 21
9 13 19 72
10 11 17 46
11 12 26 56
12 18 33 41
13 60
14 15 23 27
15 28 31 74
16 30 53 61
17 32 43 54
18 20 37 39
19 23 25 87
20 22 40
21 46 64 71
22 49 50 68
23 35
24 35 46 65
25 26 27 29
26 63
27 28 35 78
28 61
29 62 64
30 38 44 52
31 42 52 63
32 45 56
33 36 37 38
34 36 38 47
35 61 80 85
36 49 58 66
37 53 62 69
38 50 57 58
39 71
40 49 64 66
41 51 55 81
42 59 60
43 51 55 56
44 54 60
45 48
46 57
47 48 50 67
48 52 53
49 54 55 57
50 69 73
51 65 69
52 59 83
53 63 90
54 73
55 67 73
56 65 66 79
57 81 84
58 76
59 62 78
60 67 75 77
61 86
62 89
63 70 88
64 70
65 68 72 74
66 68 84
67 80
68 70 83
69 72 85
70 80
71 76 77
72 76
73 74 77
74 82
75 78 84
76 83 88
77 86 87
78 79 81
79 82
80 89
81 82 85
82 90
83 90
84 87
85 86
86 88
87 89
88 91
89 91
90 91
91
