92 3 4
0 2
1 1
2 1 2
3 0
0 0
1 2 1 1
2 3 1 1
3 2 1 1
4 2 2 1
5 4 0 1
6 4 1 1
7 2 1 1
8 3 2 1
9 4 0 1
10 3 0 1
11 1 1 1
12 2 0 1
13 1 0 1
14 4 1 1
15 2 0 1
16 2 0 1
17 3 2 1
18 2 0 1
19 2 2 1
20 2 0 1
21 2 2 1
22 3 1 1
23 2 2 1
24 3 1 1
25 3 1 1
26 4 1 1
27 2 2 1
28 3 2 1
29 2 2 1
30 2 0 1
31 1 2 1
32 3 2 1
33 3 0 1
34 2 2 1
35 2 1 1
36 2 2 1
37 1 2 1
38 2 0 1
39 1 1 1
40 2 2 1
41 3 2 1
42 3 0 1
43 4 1 1
44 3 1 1
45 2 0 1
46 3 2 1
47 4 1 1
48 2 2 1
49 2 1 1
50 2 1 1
51 1 1 1
52 1 1 1
53 2 0 1
54 3 0 1
55 4 1 1
56 3 2 1
57 1 2 1
58 1 0 1
59 3 0 1
60 1 1 1
61 3 2 1
62 1 2 1
63 2 1 1
64 4 1 1
65 3 2 1
66 1 2 1
67 1 1 1
68 2 2 1
69 1 0 1
70 2 2 1
71 1 2 1
72 1 1 1
73 2 0 1
74 3 1 1
75 3 0 1
76 4 2 1
77 3 0 1
78 3 0 1
79 3 2 1
80 2 1 1
81 2 0 1
82 2 2 1
83 4 2 1
84 4 2 1
85 3 2 1
86 4 2 1
87 2 0 1
88 3 1 1
89 5 0 1
90 1 0 1
91 0
0 1 2 3
1 4 10 13
2 14 17 44
3 5 6 31
4 46
5 72
6 7 9 11
7 8 63 70
8 12 25 29
9 41 55 65
10 38 40 46
11 16 23 27
12 15 18
13 23
14 19 39
15 47 84
16 20 21
17 22
18 24 30 46
19 27 64
20 26 28 37
21 35 59 79
22 50 51 63
23 61 77
24 36
25 47 82
26 34 52
27 33 43 45
28 68
29 35 38
30 59 60 66
31 32 42
32 34 61 69
33 76
34 48 58 67
35 40 83
36 55 77 85
37 55 62
38 60 62 69
39 67 71 89
40 69 80
41 45 49 54
42 86
43 57
44 78
45 53 60 75
46 66
47 56 76
48 63
49 52 64
50 82
51 74
52 68
53 66
54 56 68
55 86
56 58 74
57 70
58 62 71 72
59 84
60 67 73 79
61 81
62 75 81
63 83
64 76
65 84
66 73 79
67 82 90
68 70 78
69 72 74
70 73 75
71 80
72 88
73 81
74 77
75 80 85
76 86
77 78
78 89
79 83
80 90
81 87
82 88
83 85 89
84 90
85 87
86 87
87 88
88 91
89 91
90 91
91
