32 3 4
0 1 2
1 0 2
2 1 2
3 2
0 0
1 1 0 1
2 1 0 1
3 3 2 1
4 5 1 1
5 5 2 1
6 1 2 1
7 2 2 1
8 2 2 1
9 3 2 1
10 3 1 1
11 3 2 1
12 3 2 1
13 3 0 1
14 1 1 1
15 3 1 1
16 6 1 1
17 3 2 1
18 4 0 1
19 2 0 1
20 2 2 1
21 5 0 1
22 2 1 1
23 3 2 1
24 3 2 1
25 3 2 1
26 5 2 1
27 1 2 1
28 4 2 1
29 5 2 1
30 4 2 1
31 0
0 1 2 3
1 4 5 11
2 4 6 17
3 12 13 20
4 9 10 16
5 9 17 21
6 7 8 22
7 11 15 16
8 16
9 15 18 22
10 12 14 18
11 12 14 19
12 21 25
13 17 30
14 20 21 24
15 19 20 24
16 23 25 26
17 26
18 19 24 25
19 27
20 28
21 23 26
22 23
23 28 30
24 27 29
25 27 29
26 29
27 28 30
28 31
29 31
30 31
31
