92 3 5
0 1 2
1 1 2
2 1 2
3 0 2
4 1
0 0
1 2 1 1
2 5 2 1
3 2 1 1
4 3 1 1
5 2 1 1
6 1 2 1
7 3 1 1
8 2 2 1
9 1 1 1
10 2 2 1
11 1 1 1
12 2 2 1
13 3 1 1
14 5 1 1
15 5 1 1
16 2 2 1
17 2 1 1
18 2 2 1
19 2 2 1
20 2 2 1
21 3 2 1
22 2 1 1
23 4 2 1
24 1 0 1
25 3 1 1
26 1 2 1
27 2 2 1
28 3 2 1
29 2 1 1
30 2 2 1
31 3 2 1
32 4 1 1
33 1 2 1
34 1 1 1
35 1 1 1
36 2 2 1
37 2 1 1
38 2 0 1
39 2 2 1
40 2 2 1
41 2 0 1
42 2 1 1
43 3 1 1
44 3 2 1
45 3 1 1
46 3 2 1
47 1 2 1
48 2 2 1
49 3 1 1
50 1 1 1
51 1 1 1
52 2 1 1
53 2 2 1
54 2 1 1
55 2 1 1
56 1 1 1
57 1 2 1
58 1 2 1
59 2 1 1
60 1 1 1
61 1 0 1
62 3 2 1
63 1 1 1
64 1 0 1
65 1 2 1
66 1 0 1
67 3 1 1
68 3 1 1
69 3 2 1
70 1 2 1
71 2 2 1
72 2 1 1
73 3 1 1
74 1 1 1
75 2 1 1
76 1 1 1
77 1 1 1
78 2 2 1
79 3 1 1
80 1 2 1
81 1 1 1
82 2 2 1
83 3 2 1
84 3 1 1
85 1 1 1
86 1 0 1
87 1 2 1
88 2 2 1
89 3 1 1
90 1 1 1
91 0
0 1 2 3
1 4 7 19
2 6 10 33
3 5 8 9
4 13 20 35
5 43 52 64
6 17 22 76
7 11 15 72
8 12 76 86
9 14 42
10 16 23 43
11 30 70
12 25 26 28
13 31 68
14 46 54
15 31 33 61
16 18 21 29
17 24 38 57
18 36 37
19 30 45 49
20 24 40 66
21 40 51 65
22 35 39 71
23 39 68
24 27 52 75
25 69
26 34 75
27 32 37 44
28 46 77
29 47 57 85
30 36 41
31 51
32 39 62
33 43 53 55
34 48 50 51
35 36 82 90
36 44 53 65
37 59 89
38 45 49 53
39 60 77 78
40 48 70 75
41 44 47 67
42 45 55 56
43 56 58
44 79
45 50 54
46 48 57 66
47 50 60 62
48 59
49 61 62 83
50 52
51 56
52 58 61 74
53 63 64 79
54 58 68 86
55 66 67
56 63 70 71
57 59 60 73
58 63 87
59 72
60 74
61 69
62 64 65
63 78
64 80
65 86
66 69 73 80
67 76 80 82
68 71 72 73
69 84
70 74 77 81
71 78 83
72 87
73 82
74 90
75 85
76 84
77 79 83 89
78 81
79 85
80 81
81 89
82 88
83 84
84 87
85 88
86 88
87 90
88 91
89 91
90 91
91
