62 3 4
0 1 2
1 1 2
2 0 1 2
3 1 2
0 0
1 1 2 1
2 1 2 1
3 2 1 1
4 4 1 1
5 2 1 1
6 1 2 1
7 2 1 1
8 2 2 1
9 2 2 1
10 3 2 1
11 3 1 1
12 3 2 1
13 3 2 1
14 3 2 1
15 1 1 1
16 3 1 1
17 6 1 1
18 3 0 1
19 3 2 1
20 2 1 1
21 3 1 1
22 1 2 1
23 3 1 1
24 2 1 1
25 5 1 1
26 3 1 1
27 3 2 1
28 2 0 1
29 2 1 1
30 2 2 1
31 3 2 1
32 1 2 1
33 2 2 1
34 1 1 1
35 2 0 1
36 4 2 1
37 3 1 1
38 1 1 1
39 5 2 1
40 2 2 1
41 1 2 1
42 2 2 1
43 2 1 1
44 2 1 1
45 3 1 1
46 4 2 1
47 4 1 1
48 1 0 1
49 1 2 1
50 3 2 1
51 3 2 1
52 2 1 1
53 3 2 1
54 3 1 1
55 3 1 1
56 3 1 1
57 3 1 1
58 2 1 1
59 4 2 1
60 3 1 1
61 0
0 1 2 3
1 7 9 12
2 6 8 13
3 4 5 8
4 9 36
5 11 12 20
6 9 14 27
7 13 23
8 23 42 52
9 10 15 29
10 16 32 56
11 18 24 32
12 19 21
13 14 17 24
14 29 51
15 18 26 33
16 39 47 55
17 22 36 37
18 25 37
19 28 33 37
20 26 43
21 22 31
22 42 49 50
23 26 29
24 38 40
25 35 55
26 30 41
27 41 46 50
28 34 44
29 38 46 58
30 38
31 34 40 42
32 40 45
33 35 44 45
34 35 36
35 39 48 53
36 46 49
37 39 41 47
38 45 59
39 54
40 43 47
41 51 56
42 53
43 44 55
44 48 50
45 60
46 53
47 48 51 52
48 49 60
49 57
50 52
51 54 58
52 54 57
53 56 60
54 59
55 57
56 59
57 58
58 61
59 61
60 61
61
