62 3 4
0 1 2
1 2
2 1 2
3 0 2
0 0
1 1 2 1
2 1 1 1
3 1 0 1
4 2 2 1
5 3 1 1
6 3 2 1
7 2 2 1
8 3 2 1
9 1 1 1
10 5 2 1
11 2 2 1
12 1 2 1
13 4 2 1
14 3 1 1
15 2 1 1
16 1 0 1
17 2 2 1
18 2 1 1
19 5 2 1
20 5 2 1
21 1 1 1
22 4 2 1
23 2 2 1
24 2 2 1
25 2 2 1
26 3 1 1
27 3 2 1
28 1 2 1
29 2 1 1
30 1 2 1
31 3 1 1
32 2 2 1
33 1 1 1
34 1 0 1
35 2 2 1
36 1 0 1
37 3 1 1
38 2 2 1
39 5 2 1
40 5 1 1
41 1 2 1
42 1 1 1
43 2 1 1
44 3 0 1
45 1 2 1
46 2 2 1
47 1 2 1
48 3 2 1
49 4 0 1
50 1 2 1
51 1 2 1
52 3 2 1
53 5 2 1
54 2 2 1
55 1 1 1
56 4 2 1
57 4 2 1
58 2 1 1
59 2 2 1
60 3 1 1
61 0
0 1 2 3
1 4 6 14
2 5 9 43
3 13 22 51
4 24 40 44
5 7 8 10
6 18 19 25
7 11 32 38
8 39 42 49
9 12 16 45
10 11 16 25
11 15 31 33
12 20 37 53
13 17 20
14 15 16
15 42
16 21 22 31
17 29 43 50
18 55
19 27 30 55
20 34 35 39
21 23 26 50
22 27 29 35
23 30 35
24 29 32 46
25 28 31
26 27 36 41
27 37 40 42
28 32 46 48
29 52 56
30 34 37 38
31 44 52
32 33 51
33 34 45 55
34 36 47
35 36 41 52
36 58
37 44 48
38 39 47 51
39 40 41
40 58
41 48 54
42 46 58
43 56
44 49
45 49 50 54
46 47 59
47 54
48 59
49 60
50 53
51 53 56
52 57
53 57
54 57
55 60
56 59
57 60
58 61
59 61
60 61
61
