62 3 4
0 1
1 1 2
2 0 1 2
3 1
0 0
1 3 1 1
2 3 1 1
3 2 1 1
4 1 1 1
5 1 1 1
6 2 1 1
7 1 1 1
8 2 1 1
9 4 1 1
10 3 1 1
11 3 1 1
12 2 1 1
13 4 2 1
14 2 1 1
15 4 2 1
16 1 1 1
17 1 2 1
18 2 2 1
19 3 1 1
20 7 1 1
21 2 1 1
22 3 1 1
23 2 1 1
24 5 0 1
25 5 1 1
26 2 1 1
27 2 2 1
28 4 1 1
29 2 2 1
30 2 1 1
31 3 1 1
32 2 1 1
33 6 2 1
34 1 1 1
35 5 1 1
36 5 1 1
37 2 2 1
38 2 2 1
39 3 0 1
40 2 1 1
41 1 1 1
42 1 1 1
43 3 1 1
44 2 1 1
45 4 0 1
46 4 1 1
47 2 0 1
48 2 1 1
49 1 1 1
50 3 2 1
51 3 2 1
52 2 1 1
53 2 1 1
54 3 1 1
55 2 2 1
56 4 1 1
57 4 1 1
58 4 1 1
59 4 1 1
60 5 1 1
61 0
0 1 2 3
1 35 49 57
2 5 6 32
3 4 18 33
4 14 23
5 16 30
6 7 8 15
7 10 13 46
8 9 12 22
9 24 47
10 11
11 34
12 17
13 19 25 26
14 37 44
15 17
16 26
17 27 44 46
18 20 35 50
19 20 21 29
20 34
21 31 38
22 28
23 28 40
24 41 42 51
25 33 36 39
26 27 41 42
27 43
28 35 36 46
29 33 40
30 48 56
31 47
32 36 56
33 53 54
34 39 40 49
35 52
36 41
37 43
38 49
39 42 55
40 56
41 45
42 60
43 48 51
44 45 48 50
45 57
46 54
47 54
48 60
49 51 52
50 53 59
51 55
52 53
53 58
54 55 57 58
55 60
56 58 59
57 59
58 61
59 61
60 61
61
