92 3 4
0 0 1 2
1 1 2
2 1 2
3 1 2
0 0
1 3 2 1
2 1 1 1
3 3 1 1
4 3 2 1
5 1 2 1
6 2 1 1
7 3 1 1
8 4 1 1
9 3 2 1
10 1 2 1
11 2 1 1
12 2 0 1
13 3 1 1
14 1 2 1
15 2 1 1
16 2 2 1
17 3 1 1
18 2 1 1
19 1 1 1
20 5 2 1
21 4 2 1
22 4 1 1
23 2 2 1
24 4 2 1
25 1 1 1
26 3 1 1
27 1 1 1
28 4 2 1
29 2 1 1
30 2 1 1
31 1 1 1
32 2 1 1
33 1 0 1
34 3 1 1
35 3 2 1
36 1 1 1
37 2 1 1
38 3 1 1
39 3 2 1
40 6 0 1
41 2 2 1
42 2 2 1
43 3 1 1
44 2 1 1
45 2 2 1
46 1 2 1
47 4 2 1
48 3 2 1
49 4 1 1
50 1 1 1
51 1 1 1
52 3 1 1
53 2 1 1
54 1 1 1
55 3 1 1
56 3 2 1
57 2 2 1
58 5 0 1
59 3 1 1
60 2 1 1
61 1 1 1
62 2 2 1
63 1 2 1
64 1 2 1
65 1 2 1
66 1 1 1
67 2 2 1
68 5 1 1
69 1 1 1
70 4 2 1
71 1 2 1
72 4 1 1
73 2 1 1
74 2 1 1
75 2 2 1
76 2 1 1
77 1 1 1
78 2 1 1
79 1 2 1
80 4 2 1
81 1 0 1
82 3 1 1
83 2 2 1
84 2 1 1
85 3 2 1
86 2 2 1
87 2 2 1
88 5 2 1
89 2 2 1
90 5 1 1
91 0
0 1 2 3
1 5 7 9
2 4 10 12
3 19 20 45
4 8 17 24
5 6 39 47
6 11 13 34
7 18 30 45
8 22 27 78
9 20 59
10 24 37
11 14 16 35
12 21 25 26
13 14 37 52
14 15 33 49
15 51 77 83
16 28 67 69
17 19 32 41
18 34 37 48
19 26 66 89
20 38 40
21 29
22 23 50 57
23 30 43 62
24 41 67 68
25 31 47
26 38 50 58
27 31 36 42
28 36 70 80
29 84
30 38 48
31 32 52 53
32 61 74 76
33 36 55 75
34 66
35 42 51 65
36 59 64 66
37 46 54 65
38 51 74 87
39 42 50 76
40 46 55 56
41 52
42 44 53 69
43 48 55 58
44 56 85
45 54 62
46 57 60 71
47 70 77 87
48 59 73
49 53 63
50 61 77
51 64 79
52 54 72 80
53 56 58 62
54 73
55 82
56 57 60
57 75
58 60 68 80
59 76
60 64 82
61 68 85
62 67
63 71 78
64 72 81
65 69 70
66 72
67 71 89
68 75
69 73
70 74 78 84
71 79 83
72 84
73 86
74 79
75 82
76 83 88
77 85
78 89
79 81
80 81 86
81 90
82 87
83 90
84 90
85 86
86 88
87 88
88 91
89 91
90 91
91
