62 3 4
0 0 1 2
1 1 2
2 1 2
3 1 2
0 0
1 2 1 1
2 2 0 1
3 1 1 1
4 2 1 1
5 1 0 1
6 1 2 1
7 3 1 1
8 3 2 1
9 1 2 1
10 3 1 1
11 2 2 1
12 3 1 1
13 1 2 1
14 1 1 1
15 1 1 1
16 3 1 1
17 2 2 1
18 1 2 1
19 4 1 1
20 1 2 1
21 1 2 1
22 5 1 1
23 2 2 1
24 6 1 1
25 2 2 1
26 2 2 1
27 4 2 1
28 2 2 1
29 3 2 1
30 1 2 1
31 2 1 1
32 2 2 1
33 1 1 1
34 2 2 1
35 2 2 1
36 2 1 1
37 2 2 1
38 4 1 1
39 3 2 1
40 1 2 1
41 1 1 1
42 2 0 1
43 5 1 1
44 3 2 1
45 2 2 1
46 1 1 1
47 2 2 1
48 1 1 1
49 1 0 1
50 2 2 1
51 2 2 1
52 1 2 1
53 1 1 1
54 3 2 1
55 1 1 1
56 2 1 1
57 3 2 1
58 2 2 1
59 2 0 1
60 2 1 1
61 0
0 1 2 3
1 6 7 11
2 10 18 28
3 4 15
4 5 13
5 9 44 57
6 54
7 8 14 46
8 23 37 49
9 21 24 25
10 25
11 12 14 51
12 58
13 22 29
14 17 20 52
15 16 33
16 17 19 27
17 31 45
18 32 46
19 26 42 43
20 21
21 36 39
22 26 42 46
23 36 47
24 33 37 60
25 38
26 37 39 48
27 30 34 35
28 29 32 34
29 30 35
30 59
31 40 55
32 38 44 55
33 56
34 50
35 54
36 41 54
37 41 45
38 52
39 41 53
40 42 53
41 59
42 56
43 45 49
44 47
45 59
46 49 50
47 50
48 55
49 51 53
50 52
51 57
52 60
53 60
54 56
55 57
56 58
57 58
58 61
59 61
60 61
61
