62 3 4
0 2
1 1 2
2 0 1 2
3 1 2
0 0
1 3 2 1
2 3 1 1
3 1 2 1
4 1 2 1
5 3 2 1
6 2 1 1
7 4 1 1
8 1 0 1
9 2 2 1
10 1 2 1
11 2 0 1
12 1 2 1
13 3 1 1
14 2 2 1
15 3 2 1
16 3 0 1
17 1 1 1
18 4 2 1
19 2 2 1
20 1 2 1
21 2 0 1
22 1 2 1
23 2 2 1
24 2 1 1
25 4 2 1
26 5 2 1
27 2 1 1
28 4 2 1
29 1 1 1
30 1 1 1
31 2 1 1
32 4 1 1
33 2 2 1
34 1 2 1
35 3 2 1
36 1 1 1
37 3 2 1
38 2 2 1
39 1 2 1
40 2 2 1
41 1 2 1
42 2 2 1
43 1 1 1
44 4 0 1
45 2 1 1
46 1 2 1
47 4 1 1
48 2 1 1
49 1 1 1
50 1 2 1
51 2 2 1
52 2 1 1
53 2 2 1
54 1 0 1
55 2 1 1
56 3 1 1
57 1 2 1
58 2 1 1
59 1 2 1
60 1 2 1
61 0
0 1 2 3
1 4 33 38
2 5 28 32
3 7 8 24
4 6 10 20
5 24 29
6 25 31 35
7 11 12 22
8 9 13 18
9 26 27
10 15 19 28
11 14 16 23
12 20 34 44
13 35 50
14 17 34 43
15 22
16 21 47 52
17 30 38 42
18 20 21 27
19 21 39 46
20 49
21 36 42 58
22 25 30 37
23 33 40 57
24 26 30 38
25 26 41 49
26 43 54
27 29 34 46
28 36 40
29 31 50
30 48 57
31 49
32 45
33 35 41 43
34 39 42 48
35 36 51 55
36 53
37 40 55
38 39 44 55
39 54 59
40 41 44 47
41 53 56
42 50 57
43 45 47
44 45 48
45 46 51
46 58
47 60
48 52 53
49 52
50 51
51 56
52 54
53 60
54 58
55 56 59
56 60
57 59
58 61
59 61
60 61
61
