92 3 4
0 1 2
1 1 2
2 1 2
3 0 1 2
0 0
1 3 2 1
2 2 0 1
3 4 2 1
4 2 1 1
5 3 1 1
6 4 0 1
7 4 2 1
8 2 1 1
9 3 0 1
10 2 2 1
11 4 1 1
12 1 1 1
13 1 0 1
14 1 2 1
15 3 1 1
16 3 2 1
17 2 1 1
18 2 1 1
19 2 2 1
20 4 0 1
21 3 1 1
22 2 1 1
23 1 2 1
24 2 2 1
25 2 2 1
26 2 2 1
27 2 1 1
28 1 2 1
29 4 1 1
30 4 2 1
31 3 1 1
32 4 2 1
33 4 2 1
34 3 1 1
35 2 0 1
36 2 2 1
37 3 2 1
38 2 2 1
39 3 1 1
40 2 2 1
41 2 2 1
42 2 1 1
43 1 1 1
44 4 2 1
45 1 1 1
46 2 1 1
47 2 1 1
48 3 0 1
49 2 1 1
50 1 1 1
51 3 2 1
52 5 1 1
53 1 2 1
54 4 0 1
55 6 2 1
56 2 2 1
57 1 2 1
58 2 1 1
59 3 2 1
60 1 2 1
61 3 1 1
62 2 2 1
63 2 2 1
64 2 2 1
65 5 0 1
66 6 2 1
67 2 1 1
68 2 2 1
69 1 2 1
70 4 2 1
71 1 2 1
72 3 2 1
73 4 1 1
74 2 1 1
75 3 1 1
76 3 1 1
77 2 1 1
78 1 2 1
79 2 2 1
80 3 2 1
81 1 2 1
82 2 1 1
83 2 1 1
84 3 2 1
85 1 2 1
86 1 2 1
87 3 1 1
88 1 2 1
89 4 1 1
90 3 0 1
91 0
0 1 2 3
1 13 17 36
2 10 28 43
3 4 71
4 5 6 11
5 18 42 72
6 7 8 21
7 9 15 16
8 14 32
9 12 62
10 26 35 64
11 22 37 57
12 14 33 44
13 20 34 46
14 85
15 33 42 51
16 19 29
17 23 30 38
18 25 52 81
19 24
20 27
21 48 55 89
22 39
23 74
24 63 83
25 41
26 87
27 81
28 45 72
29 30 53
30 31 70
31 66 86
32 38 65 75
33 46 68 75
34 52
35 69
36 50 66 88
37 39 56 76
38 40 45 46
39 65
40 42
41 58 64
42 55 68
43 79
44 47 59 73
45 55
46 49 60 77
47 58 87
48 51 70
49 57
50 52 90
51 76 78
52 59 79
53 54 61
54 56 59 62
55 70 74
56 65 67 77
57 61
58 75
59 63 67
60 61 64
61 67 72
62 90
63 82
64 84
65 68
66 74 79
67 80
68 80
69 73 77
70 84
71 73 76
72 78
73 81
74 90
75 80 82
76 83
77 78 83
78 84
79 89
80 85
81 82 86
82 85
83 86
84 88
85 89
86 87
87 88
88 91
89 91
90 91
91
