62 3 5
0 1 2
1 1 2
2 0 1 2
3 2
4 1
0 0
1 1 1 1
2 1 1 1
3 3 2 1
4 2 2 1
5 1 1 1
6 2 2 1
7 3 2 1
8 2 2 1
9 2 1 1
10 2 1 1
11 2 2 1
12 2 1 1
13 2 2 1
14 2 1 1
15 1 2 1
16 1 1 1
17 2 2 1
18 2 2 1
19 3 2 1
20 2 0 1
21 1 0 1
22 1 2 1
23 5 0 1
24 2 2 1
25 2 1 1
26 2 2 1
27 4 1 1
28 3 1 1
29 3 1 1
30 1 2 1
31 1 2 1
32 1 1 1
33 1 2 1
34 3 2 1
35 2 2 1
36 2 1 1
37 3 1 1
38 2 0 1
39 3 1 1
40 1 2 1
41 2 2 1
42 3 1 1
43 2 2 1
44 2 1 1
45 1 2 1
46 1 2 1
47 5 0 1
48 4 2 1
49 4 1 1
50 1 1 1
51 1 2 1
52 1 2 1
53 2 2 1
54 3 2 1
55 3 1 1
56 2 0 1
57 2 1 1
58 1 1 1
59 4 1 1
60 1 1 1
61 0
0 1 2 3
1 7 13 29
2 4 6 13
3 18 27 43
4 5 19
5 12 14 42
6 8 10 21
7 11 49 52
8 9 19 22
9 31 32
10 22 28 29
11 22 38 50
12 16 17 23
13 15 21 24
14 20 30 36
15 19 53 58
16 20 33 35
17 29 34
18 26 34
19 60
20 21 54
21 26 27 41
22 25 37 59
23 24 31 40
24 30 44 45
25 42
26 37 58
27 47
28 31 46 49
29 32 36 49
30 39 41 48
31 35 36 47
32 35 40 41
33 45 46 52
34 40
35 37 44 45
36 39 43 51
37 39
38 42 43
39 57
40 48 52
41 46 47 53
42 51
43 44 54 56
44 55
45 48 56
46 60
47 56
48 50
49 50
50 51 53 58
51 54
52 59
53 55 59
54 55
55 57
56 57
57 60
58 61
59 61
60 61
61
