92 3 4
0 1 2
1 1
2 0 1 2
3 1
0 0
1 2 1 1
2 5 2 1
3 2 1 1
4 1 1 1
5 2 1 1
6 2 2 1
7 2 2 1
8 1 1 1
9 2 2 1
10 2 1 1
11 4 2 1
12 3 1 1
13 1 0 1
14 4 1 1
15 1 1 1
16 2 2 1
17 3 1 1
18 2 1 1
19 1 0 1
20 1 2 1
21 2 2 1
22 2 1 1
23 2 1 1
24 2 2 1
25 5 1 1
26 2 1 1
27 3 1 1
28 1 1 1
29 1 1 1
30 2 1 1
31 2 1 1
32 2 1 1
33 2 1 1
34 3 2 1
35 1 1 1
36 1 1 1
37 3 0 1
38 2 1 1
39 1 1 1
40 4 1 1
41 3 1 1
42 4 1 1
43 2 1 1
44 3 2 1
45 2 0 1
46 1 2 1
47 2 2 1
48 4 1 1
49 3 1 1
50 4 2 1
51 2 1 1
52 3 1 1
53 2 1 1
54 2 2 1
55 3 1 1
56 2 1 1
57 5 1 1
58 2 1 1
59 2 1 1
60 3 2 1
61 3 1 1
62 3 1 1
63 4 1 1
64 4 1 1
65 2 1 1
66 2 1 1
67 3 1 1
68 2 1 1
69 4 2 1
70 2 1 1
71 2 1 1
72 2 1 1
73 3 1 1
74 3 1 1
75 4 1 1
76 3 1 1
77 1 1 1
78 2 1 1
79 2 0 1
80 2 1 1
81 2 1 1
82 1 1 1
83 1 1 1
84 5 0 1
85 2 2 1
86 2 1 1
87 2 2 1
88 1 1 1
89 2 1 1
90 2 1 1
91 0
0 1 2 3
1 15 22 35
2 10 38
3 4 6 8
4 5 7 17
5 13 42 62
6 9 37 46
7 11 16 31
8 38 43 78
9 19 30 52
10 12 29 46
11 26 32 54
12 21 37 71
13 14 20 28
14 29
15 63
16 36 41 84
17 18 56 74
18 35 42 51
19 45 54 70
20 23 29 57
21 25 33 34
22 24 28 53
23 31 38 53
24 50
25 27 56 58
26 30 33 34
27 47 73 90
28 46 52 65
29 36 66 67
30 39 57 74
31 86
32 40 72 87
33 47 63 79
34 49 50 60
35 58 61
36 64 75
37 43
38 59 69 76
39 44 60
40 43 49 55
41 49 50 54
42 47 48 55
43 48 53 77
44 55 62
45 48 57 63
46 56 66
47 59
48 68 80
49 68 69 82
50 61 83 88
51 64 65
52 61 74 78
53 59 68
54 60 71 76
55 58 70
56 70 81
57 80
58 67
59 64
60 72 87 88
61 73 79
62 65 67 69
63 66 82 88
64 83
65 71
66 72
67 78
68 76 89
69 85
70 77 84
71 75
72 73 77
73 80
74 75
75 82 87
76 79
77 86
78 81 84
79 81
80 85
81 86
82 83
83 85
84 89
85 89
86 90
87 90
88 91
89 91
90 91
91
