62 3 4
0 1 2
1 1 2
2 0 1 2
3 1 2
0 0
1 2 2 1
2 2 2 1
3 6 1 1
4 3 1 1
5 2 2 1
6 2 1 1
7 2 0 1
8 3 2 1
9 2 2 1
10 3 2 1
11 2 0 1
12 3 0 1
13 2 2 1
14 1 1 1
15 3 1 1
16 5 1 1
17 3 1 1
18 4 1 1
19 8 2 1
20 2 1 1
21 2 1 1
22 2 2 1
23 4 1 1
24 4 0 1
25 3 0 1
26 3 1 1
27 5 0 1
28 2 1 1
29 1 1 1
30 3 2 1
31 4 1 1
32 5 1 1
33 2 1 1
34 1 1 1
35 6 2 1
36 4 1 1
37 2 2 1
38 1 2 1
39 4 1 1
40 1 1 1
41 4 2 1
42 3 2 1
43 6 1 1
44 2 2 1
45 1 1 1
46 3 0 1
47 1 1 1
48 2 1 1
49 3 2 1
50 6 0 1
51 3 1 1
52 1 2 1
53 5 1 1
54 1 1 1
55 3 1 1
56 3 2 1
57 1 1 1
58 3 2 1
59 2 1 1
60 2 2 1
61 0
0 1 2 3
1 8 13 17
2 4 5 6
3 7 10 19
4 9 26 57
5 14 15 20
6 32 44
7 36 47
8 12 25 43
9 11 27 35
10 41 56
11 23 28 29
12 24 26 32
13 18 22 36
14 16 53
15 21 30 38
16 39 40 42
17 47
18 26 34 49
19 25 41
20 46
21 36 46
22 60
23 30 32
24 34 48 52
25 49
26 37 50
27 48
28 38
29 31 45
30 40 51
31 33
32 38
33 46
34 35
35 59
36 51
37 40 42 53
38 39 45
39 47 50 51
40 54
41 49 50 57
42 45 54 55
43 44 57
44 53 54
45 58
46 55
47 58
48 55
49 52
50 58
51 52
52 59
53 60
54 56
55 56
56 59
57 60
58 61
59 61
60 61
61
