92 3 4
0 0 1 2
1 2
2 2
3 1 2
0 0
1 4 2 1
2 3 0 1
3 2 2 1
4 3 2 1
5 4 2 1
6 4 2 1
7 1 2 1
8 2 2 1
9 1 2 1
10 3 1 1
11 1 2 1
12 3 2 1
13 1 1 1
14 3 2 1
15 2 2 1
16 3 2 1
17 1 2 1
18 2 1 1
19 3 2 1
20 1 1 1
21 1 2 1
22 1 2 1
23 2 1 1
24 3 1 1
25 3 1 1
26 1 0 1
27 2 2 1
28 2 2 1
29 1 1 1
30 2 2 1
31 1 2 1
32 2 2 1
33 3 2 1
34 3 2 1
35 3 2 1
36 1 2 1
37 1 2 1
38 1 2 1
39 2 2 1
40 3 2 1
41 2 1 1
42 1 0 1
43 1 2 1
44 3 0 1
45 1 2 1
46 3 2 1
47 1 2 1
48 2 2 1
49 1 1 1
50 1 2 1
51 4 1 1
52 2 2 1
53 2 2 1
54 4 2 1
55 3 2 1
56 2 2 1
57 2 1 1
58 3 0 1
59 2 2 1
60 1 2 1
61 2 2 1
62 1 2 1
63 1 2 1
64 2 2 1
65 3 1 1
66 2 2 1
67 2 2 1
68 1 2 1
69 2 2 1
70 3 2 1
71 3 1 1
72 1 1 1
73 1 2 1
74 3 1 1
75 3 2 1
76 2 2 1
77 2 1 1
78 2 2 1
79 1 2 1
80 2 2 1
81 4 2 1
82 3 2 1
83 2 2 1
84 1 2 1
85 2 2 1
86 2 1 1
87 2 2 1
88 1 0 1
89 2 0 1
90 1 2 1
91 0
0 1 2 3
1 6 16 34
2 5 8 31
3 4 33 44
4 12 22 46
5 7 11 13
6 7 9
7 12 23 40
8 10 15 18
9 28 29 90
10 17 32 77
11 15 65
12 14 25 52
13 20 24
14 81
15 28 38 45
16 21 60 64
17 19 50 54
18 27 40 43
19 33 36 63
20 21 26 32
21 25 37 70
22 42 60 68
23 29 46 80
24 66
25 29 39 47
26 34 35 54
27 30 50 88
28 49 58 59
29 56
30 46
31 47 78 85
32 45 50 74
33 39 43
34 38 57 59
35 37 51 69
36 53 75
37 52 56 67
38 39 66 69
39 41 79
40 49 55 75
41 49 53
42 45 55 58
43 51 66 71
44 63 69 77
45 53 70
46 48 82
47 48 84
48 54 73
49 67
50 58 73
51 55 56 59
52 68 71 77
53 71 73 81
54 74
55 64 83
56 65 76
57 60 61
58 62
59 62 67
60 62 87
61 63 64 78
62 86
63 65 68 84
64 72 76 80
65 83
66 85
67 86
68 72 75
69 70 72 78
70 76 79
71 80
72 74
73 87
74 87
75 85
76 84
77 81 82
78 79
79 83
80 82
81 89 90
82 86
83 89
84 88
85 88
86 89
87 90
88 91
89 91
90 91
91
