92 3 4
0 1 2
1 1 2
2 1 2
3 0 1 2
0 0
1 2 1 1
2 1 1 1
3 1 1 1
4 1 1 1
5 1 2 1
6 1 0 1
7 1 1 1
8 2 1 1
9 2 2 1
10 2 2 1
11 5 2 1
12 3 2 1
13 1 1 1
14 2 1 1
15 1 2 1
16 1 0 1
17 4 1 1
18 3 2 1
19 3 1 1
20 2 2 1
21 2 2 1
22 3 2 1
23 1 1 1
24 2 2 1
25 3 2 1
26 1 1 1
27 5 2 1
28 1 2 1
29 1 2 1
30 4 0 1
31 4 2 1
32 1 1 1
33 1 1 1
34 4 2 1
35 1 0 1
36 4 2 1
37 1 2 1
38 1 1 1
39 1 2 1
40 2 2 1
41 1 2 1
42 1 2 1
43 2 2 1
44 2 2 1
45 2 2 1
46 1 2 1
47 5 1 1
48 2 2 1
49 3 1 1
50 4 1 1
51 2 1 1
52 2 2 1
53 1 1 1
54 3 2 1
55 2 1 1
56 3 1 1
57 1 2 1
58 1 2 1
59 3 1 1
60 1 2 1
61 1 2 1
62 3 2 1
63 2 0 1
64 2 2 1
65 2 1 1
66 2 2 1
67 3 2 1
68 1 2 1
69 4 2 1
70 3 1 1
71 1 1 1
72 1 1 1
73 1 0 1
74 1 1 1
75 1 1 1
76 1 1 1
77 3 2 1
78 2 2 1
79 1 1 1
80 2 2 1
81 2 2 1
82 3 1 1
83 2 2 1
84 2 0 1
85 2 2 1
86 2 2 1
87 3 1 1
88 2 2 1
89 3 0 1
90 2 2 1
91 0
0 1 2 3
1 8 9 19
2 12 15 46
3 4 39 63
4 5 6 10
5 7 13 20
6 33 67
7 14 66 74
8 16 17 64
9 40 53
10 11 22 34
11 28 60
12 37 41 65
13 26 45
14 32 47 49
15 21 24 42
16 26 69
17 18 29 48
18 27 31
19 54 57
20 23 58
21 37 68 79
22 25 43
23 24
24 66 75
25 27 28 55
26 36
27 30 47 83
28 35 44 80
29 35 40 59
30 71 82
31 33 51
32 35 36
33 65 70 84
34 47 57 67
35 72
36 38
37 50 56
38 41
39 55 61 84
40 45 58
41 52
42 43 49
43 50 65
44 82
45 51 57
46 55 70 78
47 80 90
48 76
49 56 69
50 77
51 62
52 58
53 60 76 90
54 62 78
55 88
56 82
57 70 71
58 76 81
59 73
60 62 69 89
61 64
62 66
63 67
64 79
65 89
66 68 84
67 71
68 81
69 81
70 83
71 73
72 87
73 74
74 77 86
75 77 86
76 88
77 90
78 79 80
79 87
80 86
81 83
82 85
83 85
84 85
85 88
86 87
87 89
88 91
89 91
90 91
91
