32 3 4
0 1 2
1 0 1 2
2 1 2
3 1 2
0 0
1 2 1 1
2 4 1 1
3 1 2 1
4 3 0 1
5 3 1 1
6 4 2 1
7 3 2 1
8 2 2 1
9 1 1 1
10 1 1 1
11 2 1 1
12 5 2 1
13 7 2 1
14 3 1 1
15 1 2 1
16 3 2 1
17 2 1 1
18 2 2 1
19 2 1 1
20 4 2 1
21 6 2 1
22 1 1 1
23 1 1 1
24 2 2 1
25 2 1 1
26 2 1 1
27 1 2 1
28 1 2 1
29 4 2 1
30 6 1 1
31 0
0 1 2 3
1 5 9 14
2 5 6 11
3 4 12 22
4 21 24 27
5 7 10 13
6 8 14 16
7 15 16 29
8 9 15 17
9 12 18 25
10 12 17 20
11 15 19 20
12 23 26
13 18 19 24
14 19 22 26
15 18 24 27
16 17 25 30
17 27
18 30
19 21 23 28
20 21 22
21 29
22 23 25
23 29
24 26
25 28
26 30
27 28
28 31
29 31
30 31
31
