92 3 4
0 0 1 2
1 1 2
2 1 2
3 1 2
0 0
1 2 2 1
2 2 2 1
3 1 1 1
4 1 1 1
5 2 1 1
6 2 2 1
7 4 1 1
8 1 1 1
9 3 1 1
10 2 1 1
11 2 1 1
12 1 1 1
13 2 1 1
14 1 1 1
15 2 2 1
16 2 2 1
17 4 2 1
18 3 2 1
19 3 1 1
20 5 0 1
21 1 1 1
22 3 0 1
23 1 1 1
24 1 2 1
25 1 1 1
26 3 2 1
27 5 2 1
28 1 1 1
29 1 2 1
30 2 2 1
31 2 1 1
32 2 1 1
33 2 2 1
34 3 2 1
35 2 2 1
36 3 1 1
37 3 0 1
38 2 1 1
39 3 0 1
40 4 2 1
41 2 1 1
42 1 1 1
43 1 1 1
44 1 2 1
45 3 1 1
46 2 2 1
47 3 1 1
48 1 2 1
49 2 1 1
50 2 2 1
51 2 2 1
52 2 2 1
53 1 2 1
54 2 1 1
55 3 2 1
56 1 1 1
57 2 1 1
58 1 2 1
59 3 1 1
60 2 0 1
61 1 2 1
62 4 1 1
63 1 1 1
64 1 2 1
65 2 1 1
66 1 1 1
67 3 2 1
68 2 2 1
69 1 1 1
70 3 2 1
71 2 0 1
72 2 2 1
73 4 2 1
74 3 2 1
75 4 1 1
76 4 1 1
77 1 1 1
78 1 2 1
79 5 1 1
80 1 2 1
81 2 2 1
82 1 1 1
83 1 2 1
84 1 1 1
85 4 2 1
86 1 1 1
87 2 1 1
88 1 1 1
89 4 1 1
90 1 2 1
91 0
0 1 2 3
1 4 7 15
2 22 23 66
3 5 6 10
4 8 11 19
5 9 23 27
6 31 34 55
7 9 14
8 12
9 17 42 68
10 16 27 46
11 13
12 18
13 22 39 41
14 28 36 47
15 33 73 86
16 23 24
17 35 52 60
18 20 25 67
19 30 76
20 21 26 30
21 39 61
22 24 56
23 38 80
24 37 43
25 60
26 29 41 44
27 51
28 42 58
29 32 51 59
30 44 45
31 62
32 46
33 78
34 38 40 48
35 37 49
36 66
37 54 64
38 84
39 50 66
40 63 88
41 65 79
42 71 90
43 65 77 85
44 58 59
45 53
46 61 74
47 54
48 49 70
49 72
50 58 64
51 57 74 87
52 56 71
53 83
54 77
55 63
56 65 77 87
57 81 85
58 81
59 62 69
60 75 86
61 68 70 73
62 64
63 67 78
64 81
65 69 74
66 76 79
67 83
68 69 72 75
69 84
70 82 86
71 72
72 87
73 75
74 76
75 78 89
76 89
77 82
78 79
79 80 82
80 83
81 88
82 84
83 85
84 90
85 90
86 89
87 88
88 91
89 91
90 91
91
