62 3 5
0 1 2
1 0 1 2
2 2
3 2
4 1 2
0 0
1 3 2 1
2 6 2 1
3 2 2 1
4 2 2 1
5 1 2 1
6 3 2 1
7 3 2 1
8 1 2 1
9 7 2 1
10 3 2 1
11 1 2 1
12 4 2 1
13 1 2 1
14 3 0 1
15 3 2 1
16 3 2 1
17 3 2 1
18 3 1 1
19 3 2 1
20 1 1 1
21 2 1 1
22 3 2 1
23 5 2 1
24 3 2 1
25 5 2 1
26 4 1 1
27 5 2 1
28 1 0 1
29 7 1 1
30 3 0 1
31 4 0 1
32 5 1 1
33 2 2 1
34 3 2 1
35 1 2 1
36 3 1 1
37 1 1 1
38 2 2 1
39 3 2 1
40 3 1 1
41 2 1 1
42 4 2 1
43 1 2 1
44 3 2 1
45 5 2 1
46 5 1 1
47 3 2 1
48 4 2 1
49 1 2 1
50 2 2 1
51 1 1 1
52 5 2 1
53 3 2 1
54 3 2 1
55 5 1 1
56 2 2 1
57 1 2 1
58 2 2 1
59 3 2 1
60 5 1 1
61 0
0 1 2 3
1 4 5 8
2 12 27 50
3 6 11 15
4 9 10 14
5 7 25 39
6 20 26 58
7 12 14 16
8 24 30 34
9 17 28 37
10 16 33 34
11 29
12 13 32 41
13 20 28 37
14 23 40 52
15 18 28 31
16 29 31
17 19 21
18 48
19 20 22
20 47 52 53
21 29
22 25 26 32
23 38 43
24 37
25 35 36 41
26 33 39 41
27 33 42 49
28 54
29 40 45
30 32 35 53
31 36 38
32 44 46 47
33 43
34 36 39
35 38 46 51
36 44 49 51
37 42 44 47
38 45 49 54
39 40 45
40 43 50
41 42 48
42 46 51
43 48
44 58 60
45 50 56
46 54
47 56 60
48 53 57
49 55 58
50 55
51 52 56
52 59
53 55
54 57
55 59 60
56 57
57 59
58 61
59 61
60 61
61
