32 3 5
0 0 1 2
1 1 2
2 1 2
3 1
4 1 2
0 0
1 1 1 1
2 3 1 1
3 3 1 1
4 2 1 1
5 1 1 1
6 3 0 1
7 4 1 1
8 5 1 1
9 3 1 1
10 1 2 1
11 1 1 1
12 2 2 1
13 4 2 1
14 3 1 1
15 3 1 1
16 2 2 1
17 1 2 1
18 3 2 1
19 2 1 1
20 2 1 1
21 2 2 1
22 1 2 1
23 3 2 1
24 4 1 1
25 2 1 1
26 4 1 1
27 4 2 1
28 3 2 1
29 2 0 1
30 6 1 1
31 0
0 1 2 3
1 4 5 6
2 12 15 20
3 7 9 19
4 8 10 11
5 7 21 24
6 8 13 14
7 10 27
8 16 19 23
9 11 14 20
10 12 13 14
11 15 17 28
12 16 18
13 18 22 25
14 16 17 23
15 21 23
16 22 26
17 18
18 29
19 20 21
20 22 24 25
21 30
22 28 30
23 25 29
24 26 27 29
25 26
26 30
27 28
28 31
29 31
30 31
31
