92 3 4
0 0 1 2
1 1 2
2 1
3 1
0 0
1 3 1 1
2 3 2 1
3 1 1 1
4 2 0 1
5 2 1 1
6 6 1 1
7 4 2 1
8 3 1 1
9 2 1 1
10 2 2 1
11 4 1 1
12 5 2 1
13 1 1 1
14 1 1 1
15 2 0 1
16 4 1 1
17 3 1 1
18 2 1 1
19 1 1 1
20 2 1 1
21 3 1 1
22 3 1 1
23 3 2 1
24 1 0 1
25 1 2 1
26 1 1 1
27 2 2 1
28 3 1 1
29 4 0 1
30 2 1 1
31 3 1 1
32 2 1 1
33 6 1 1
34 3 1 1
35 3 2 1
36 1 2 1
37 1 1 1
38 5 1 1
39 4 1 1
40 4 1 1
41 1 2 1
42 2 2 1
43 3 1 1
44 3 1 1
45 2 0 1
46 3 1 1
47 2 1 1
48 3 1 1
49 2 1 1
50 3 1 1
51 2 2 1
52 2 1 1
53 3 2 1
54 3 1 1
55 4 1 1
56 2 1 1
57 1 2 1
58 5 0 1
59 1 1 1
60 2 0 1
61 4 0 1
62 4 1 1
63 3 1 1
64 3 1 1
65 2 2 1
66 2 1 1
67 4 0 1
68 2 1 1
69 1 2 1
70 2 1 1
71 3 1 1
72 5 1 1
73 2 1 1
74 3 2 1
75 2 1 1
76 2 1 1
77 1 2 1
78 3 1 1
79 1 1 1
80 3 1 1
81 2 1 1
82 2 2 1
83 1 1 1
84 4 1 1
85 1 1 1
86 3 2 1
87 2 1 1
88 1 1 1
89 2 1 1
90 2 1 1
91 0
0 1 2 3
1 10 19 33
2 4 6 21
3 5 9 20
4 8 11 16
5 12 26 63
6 7 17 25
7 13 14 18
8 24 30
9 27 39 67
10 15 29 59
11 36 41 44
12 40 53
13 40 61 74
14 16 19
15 30 52 77
16 28 38 48
17 29 39 45
18 26 46
19 47 75 90
20 22 23 55
21 35 50 53
22 34 84
23 24 26 70
24 60 66 81
25 31 37 68
26 65
27 43 54 64
28 29 53
29 32 35 83
30 57 89
31 45 85 87
32 34 55 61
33 48 62 68
34 43 62 72
35 40 42 79
36 37 47 50
37 58 83
38 41 76
39 42 46 56
40 73
41 65
42 44 52
43 44 66 68
44 80
45 51 55
46 47 48 62
47 81
48 49 54 58
49 59 63
50 51 57 78
51 52 67 89
52 86
53 54 56 59
54 60 82
55 81
56 60
57 58 65 69
58 74 84 87
59 61 75
60 69 72 83
61 66 76
62 63 78
63 70 71
64 69 70 72
65 67 79
66 71
67 88
68 71 73
69 74
70 75
71 77
72 73 76
73 78
74 85
75 77 82
76 86
77 79 80
78 80 86
79 87
80 85
81 82
82 89
83 84
84 90
85 88
86 90
87 88
88 91
89 91
90 91
91
