62 3 4
0 1
1 1 2
2 1 2
3 0 1 2
0 0
1 2 1 1
2 1 0 1
3 1 1 1
4 1 1 1
5 1 2 1
6 1 1 1
7 2 1 1
8 1 1 1
9 2 1 1
10 3 2 1
11 2 1 1
12 1 1 1
13 2 1 1
14 3 0 1
15 2 1 1
16 1 1 1
17 3 1 1
18 1 1 1
19 1 2 1
20 4 0 1
21 2 2 1
22 3 1 1
23 3 2 1
24 2 2 1
25 1 2 1
26 1 1 1
27 2 1 1
28 4 1 1
29 2 1 1
30 4 2 1
31 1 1 1
32 3 1 1
33 1 1 1
34 3 2 1
35 1 1 1
36 4 1 1
37 2 2 1
38 2 1 1
39 1 1 1
40 1 2 1
41 4 1 1
42 1 1 1
43 3 1 1
44 1 2 1
45 2 1 1
46 3 1 1
47 3 1 1
48 2 1 1
49 1 1 1
50 1 1 1
51 1 2 1
52 2 2 1
53 2 0 1
54 3 0 1
55 4 1 1
56 3 1 1
57 2 1 1
58 1 1 1
59 1 2 1
60 4 2 1
61 0
0 1 2 3
1 4 7 27
2 5 6 10
3 54
4 6 12 60
5 8 44
6 9 28 39
7 11 32 38
8 13 20 23
9 13
10 17 18
11 35
12 14 18 19
13 25 31
14 15 16 38
15 22 47
16 26 29 37
17 21 39 54
18 22 33
19 40 45
20 27 40
21 22 27 33
22 24
23 35
24 32 46 56
25 30 40
26 33 36
27 42 48 50
28 35 53
29 34 36 47
30 43 52
31 47 54
32 37 43
33 50 57
34 51
35 55
36 39 43 46
37 41 52
38 42
39 41
40 48
41 53
42 55
43 50 51
44 56
45 46 48
46 49
47 55
48 57
49 51 52
50 53
51 57
52 58 59
53 59
54 58
55 56
56 58
57 59
58 61
59 61
60 61
61
