92 3 4
0 2
1 1 2
2 0 1 2
3 1 2
0 0
1 3 2 1
2 3 1 1
3 5 2 1
4 4 2 1
5 3 1 1
6 3 2 1
7 5 0 1
8 1 2 1
9 1 2 1
10 2 2 1
11 2 2 1
12 1 1 1
13 3 1 1
14 1 2 1
15 2 2 1
16 2 1 1
17 5 1 1
18 2 2 1
19 6 1 1
20 3 2 1
21 5 2 1
22 6 1 1
23 2 2 1
24 4 2 1
25 3 2 1
26 3 2 1
27 2 2 1
28 2 2 1
29 1 2 1
30 5 2 1
31 4 1 1
32 3 1 1
33 1 2 1
34 7 2 1
35 3 2 1
36 4 2 1
37 2 1 1
38 2 1 1
39 3 2 1
40 1 2 1
41 3 1 1
42 3 0 1
43 2 2 1
44 1 2 1
45 4 2 1
46 3 0 1
47 3 2 1
48 4 2 1
49 3 2 1
50 2 1 1
51 3 1 1
52 3 2 1
53 3 2 1
54 3 0 1
55 3 2 1
56 2 1 1
57 4 0 1
58 2 2 1
59 1 2 1
60 4 2 1
61 4 2 1
62 2 2 1
63 6 0 1
64 3 2 1
65 4 0 1
66 2 1 1
67 2 2 1
68 6 2 1
69 2 1 1
70 1 1 1
71 3 1 1
72 3 2 1
73 1 1 1
74 2 0 1
75 4 0 1
76 2 1 1
77 2 2 1
78 3 1 1
79 2 2 1
80 2 1 1
81 1 1 1
82 7 2 1
83 2 1 1
84 1 2 1
85 4 2 1
86 3 1 1
87 3 1 1
88 2 2 1
89 2 0 1
90 4 2 1
91 0
0 1 2 3
1 5 6 27
2 7 12 13
3 4 11 22
4 8 73 79
5 10 14 15
6 25 50
7 9 16 39
8 23 44
9 72 89
10 12 47
11 37 41 88
12 43 46 80
13 24 26 56
14 63
15 32 34 56
16 17 18 19
17 28 34 83
18 26 35 38
19 20 55 84
20 21
21 43 64
22 28 46 60
23 29 30 84
24 81
25 33 36 82
26 27 69
27 62 66
28 70
29 40 68
30 31 75 90
31 47 54 57
32 37 61
33 59 80
34 50 60 61
35 40 64
36 85
37 49 72
38 56 78
39 42
40 43 45 77
41 50 72
42 63 67 78
43 48
44 49 51 86
45 58
46 69
47 49 68
48 53 74
49 52 65
50 52 69
51 52 61
52 63
53 67
54 55
55 66
56 81
57 58
58 76
59 87
60 66
61 90
62 78 80
63 71 77
64 65 68
65 71
66 67 71 77
67 76
68 76
69 73
70 73 75
71 74
72 83
73 82
74 82
75 87
76 81 86
77 87
78 79 85
79 86
80 83
81 85
82 89
83 84
84 90
85 88
86 88
87 89
88 91
89 91
90 91
91
