92 3 4
0 1 2
1 1 2
2 0 1 2
3 1 2
0 0
1 2 1 1
2 5 1 1
3 2 2 1
4 3 2 1
5 3 2 1
6 3 1 1
7 1 2 1
8 6 1 1
9 3 1 1
10 3 1 1
11 2 0 1
12 4 1 1
13 2 1 1
14 2 1 1
15 2 1 1
16 3 1 1
17 4 1 1
18 2 1 1
19 5 0 1
20 4 1 1
21 1 0 1
22 1 1 1
23 4 2 1
24 4 2 1
25 1 2 1
26 5 1 1
27 2 1 1
28 3 1 1
29 2 2 1
30 3 1 1
31 2 2 1
32 1 1 1
33 4 2 1
34 4 2 1
35 4 0 1
36 1 1 1
37 5 1 1
38 3 2 1
39 1 1 1
40 1 1 1
41 3 1 1
42 6 1 1
43 5 1 1
44 2 1 1
45 5 2 1
46 3 0 1
47 4 2 1
48 3 2 1
49 5 1 1
50 1 1 1
51 2 2 1
52 5 2 1
53 3 2 1
54 1 1 1
55 3 1 1
56 2 2 1
57 2 2 1
58 3 2 1
59 3 1 1
60 2 1 1
61 4 1 1
62 3 1 1
63 1 0 1
64 2 1 1
65 1 2 1
66 2 1 1
67 5 2 1
68 2 2 1
69 3 2 1
70 4 2 1
71 3 2 1
72 4 1 1
73 2 1 1
74 3 2 1
75 1 1 1
76 1 2 1
77 1 2 1
78 3 0 1
79 3 2 1
80 2 2 1
81 1 2 1
82 2 2 1
83 3 1 1
84 4 0 1
85 3 0 1
86 3 1 1
87 3 2 1
88 2 2 1
89 3 1 1
90 1 0 1
91 0
0 1 2 3
1 4 12 25
2 5 7 8
3 9 10 13
4 14 19 26
5 6 24 37
6 11 22 50
7 21 79 81
8 30 54 83
9 15 18 24
10 20 23 29
11 31 62 84
12 17 32 68
13 16 38 52
14 16 58 70
15 22 45 52
16 41 57
17 33 82
18 57 58 59
19 36 48 60
20 25 28 45
21 31 48 72
22 32 39 46
23 32 55 66
24 34 44 46
25 27 34 43
26 35 52 81
27 54 60
28 39 44 64
29 35 40 56
30 49
31 36
32 47 75 78
33 35 43 48
34 50 64
35 36 67
36 59 85
37 39 54 75
38 42 49
39 42 47
40 41 53 69
41 45 80 88
42 51
43 44 79
44 47
45 62
46 51 65 85
47 56 88
48 56 66
49 78 80 81
50 55 59 61
51 58
52 57 71
53 65
54 78
55 60 63 85
56 67 86
57 61 64
58 62 71 88
59 66
60 69 70 77
61 63 68 76
62 67 74
63 72
64 68
65 70 72
66 69 77
67 76
68 73 77
69 87
70 71
71 73 74 76
72 73 74 75
73 80
74 82 83
75 89
76 87
77 83
78 79
79 84
80 82 84
81 87
82 86
83 89
84 90
85 86 90
86 89
87 90
88 91
89 91
90 91
91
