62 3 4
0 0 1 2
1 1
2 1
3 1 2
0 0
1 2 0 1
2 1 1 1
3 2 1 1
4 3 1 1
5 6 2 1
6 2 1 1
7 4 1 1
8 5 1 1
9 2 0 1
10 2 1 1
11 3 1 1
12 6 1 1
13 3 1 1
14 2 0 1
15 2 2 1
16 2 1 1
17 5 1 1
18 1 2 1
19 1 1 1
20 3 1 1
21 3 1 1
22 5 1 1
23 5 1 1
24 3 1 1
25 2 1 1
26 4 1 1
27 5 1 1
28 4 2 1
29 2 1 1
30 3 1 1
31 3 2 1
32 2 2 1
33 2 1 1
34 4 1 1
35 3 1 1
36 2 1 1
37 2 1 1
38 3 1 1
39 1 1 1
40 3 1 1
41 5 1 1
42 1 1 1
43 3 1 1
44 3 2 1
45 7 1 1
46 2 1 1
47 2 0 1
48 3 1 1
49 2 1 1
50 1 1 1
51 2 1 1
52 3 2 1
53 2 1 1
54 5 1 1
55 2 0 1
56 2 2 1
57 6 1 1
58 1 1 1
59 3 1 1
60 1 1 1
61 0
0 1 2 3
1 11 54
2 4 30 37
3 5 6 16
4 7 8 11
5 9 12 14
6 10 21 31
7 13 22
8 10 15 44
9 27 34 42
10 25 28 56
11 27 35
12 20 23 49
13 17 51
14 22 33 39
15 24 26
16 19 30 32
17 18
18 44
19 25 31 36
20 32 33 34
21 22 29 42
22 49 59
23 24 27 34
24 45 51 54
25 26 41 53
26 43
27 32 36
28 29 36
29 35 38
30 40 48 57
31 33 37
32 38 39
33 35 46 47
34 37 39 52
35 40
36 38
37 40 43 46
38 45 47 51
39 41 43 48
40 41 45 55
41 58
42 44 52 56
43 50
44 46 47
45 60
46 48 53 54
47 50 59
48 50
49 56
50 55
51 52 53 57
52 59
53 55
54 57 60
55 60
56 58
57 58
58 61
59 61
60 61
61
