92 3 4
0 0 1 2
1 1 2
2 1 2
3 1
0 0
1 2 1 1
2 1 1 1
3 3 0 1
4 3 2 1
5 1 1 1
6 1 2 1
7 3 2 1
8 3 1 1
9 1 1 1
10 4 1 1
11 1 0 1
12 2 2 1
13 1 2 1
14 3 0 1
15 3 2 1
16 1 1 1
17 1 1 1
18 5 1 1
19 5 1 1
20 1 1 1
21 2 2 1
22 1 1 1
23 2 2 1
24 2 2 1
25 2 2 1
26 3 1 1
27 3 1 1
28 1 1 1
29 2 2 1
30 2 2 1
31 1 2 1
32 2 0 1
33 1 0 1
34 3 2 1
35 1 1 1
36 3 1 1
37 1 1 1
38 7 2 1
39 1 1 1
40 2 2 1
41 3 2 1
42 2 2 1
43 2 1 1
44 2 0 1
45 1 2 1
46 3 2 1
47 1 1 1
48 2 2 1
49 2 1 1
50 2 1 1
51 2 2 1
52 1 1 1
53 2 0 1
54 4 2 1
55 5 2 1
56 2 2 1
57 2 2 1
58 2 0 1
59 4 1 1
60 3 2 1
61 2 1 1
62 2 1 1
63 3 1 1
64 2 2 1
65 2 1 1
66 2 1 1
67 2 1 1
68 4 1 1
69 2 0 1
70 2 1 1
71 3 1 1
72 2 1 1
73 1 1 1
74 1 2 1
75 1 1 1
76 4 1 1
77 1 2 1
78 1 2 1
79 3 0 1
80 1 1 1
81 5 1 1
82 4 2 1
83 3 1 1
84 3 1 1
85 1 1 1
86 1 2 1
87 1 1 1
88 4 1 1
89 4 2 1
90 1 2 1
91 0
0 1 2 3
1 4 11 12
2 5 13 24
3 7 10
4 38
5 6 8 19
6 14 30 42
7 9 18 29
8 22 36 40
9 13 20 31
10 16 55 60
11 70
12 15 23 40
13 23 27 33
14 25 36 66
15 17
16 51 65 71
17 72
18 20 72
19 52 76
20 21 28 59
21 64
22 35 37 50
23 37 83
24 31 46
25 26
26 27
27 62
28 39 63 64
29 34 50 58
30 50 61 75
31 32 44 49
32 62 67
33 37
34 40
35 41 45 46
36 38 41 57
37 56 68
38 46
39 43 68
40 90
41 48 54 78
42 47
43 69
44 69
45 85
46 53 71
47 56 64 81
48 89
49 62 68
50 66 76
51 80
52 74
53 58
54 84
55 56 63 69
56 57
57 88
58 74
59 63 66 74
60 72
61 79
62 65
63 77 80
64 79
65 81
66 87
67 73 86
68 80
69 71 75
70 73 75
71 86 90
72 73 77 81
73 90
74 78 82 84
75 76 79
76 77
77 78 82
78 83 85
79 83
80 84
81 82 85
82 87
83 89
84 86 87
85 88
86 88
87 89
88 91
89 91
90 91
91
