family,n_activities,n_skills,n_resources,n_precedences,skill_factor,modified_resource_strength,network_complexity,network_density,mspsp_instance
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_00.dzn.txt
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_01.dzn.txt
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_02.dzn.txt
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_03.dzn.txt
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_04.dzn.txt
set-1b,42,4,20,61,0.5,0.0625,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m20_05.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_00.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_01.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_02.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_03.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_04.dzn.txt
set-1b,42,4,25,61,0.5,0.078125,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m25_05.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_00.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_01.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_02.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_03.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_04.dzn.txt
set-1b,42,4,30,61,0.5,0.09375,1.4523809523809523,0.03542392566782811,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.5_n40_m30_05.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_00.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_01.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_02.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_03.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_04.dzn.txt
set-1b,42,4,20,73,0.5,0.0625,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m20_05.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_00.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_01.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_02.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_03.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_04.dzn.txt
set-1b,42,4,25,73,0.5,0.078125,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m25_05.dzn.txt
set-1b,42,4,30,73,0.5,0.09375,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_00.dzn.txt
set-1b,42,4,30,73,0.5,0.09375,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_01.dzn.txt
set-1b,42,4,30,73,0.5,0.09375,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_02.dzn.txt
set-1b,42,4,30,73,0.5,0.09375,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_03.dzn.txt
set-1b,42,4,30,73,0.5,0.09375,1.7380952380952381,0.042392566782810684,./modules/rcpsp-instances/MSPSP/set-1b/inst_set1b_sf0.5_nc1.8_n40_m30_04.dzn.txt
