family,n_activities,n_skills,n_resources,n_precedences,skill_factor,modified_resource_strength,network_complexity,network_density,mspsp_instance
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_00.dzn.txt
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_01.dzn.txt
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_02.dzn.txt
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_03.dzn.txt
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_04.dzn.txt
set-3b,62,4,30,91,0.5,0.041666666666666664,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m30_05.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_00.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_01.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_02.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_03.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_04.dzn.txt
set-3b,62,4,38,91,0.5,0.05277777777777778,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m38_05.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_00.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_01.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_02.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_03.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_04.dzn.txt
set-3b,62,4,45,91,0.5,0.0625,1.467741935483871,0.024061343204653623,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.5_n60_m45_05.dzn.txt
set-3b,62,4,30,103,0.5,0.041666666666666664,1.6612903225806452,0.027234267583289264,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.7_n60_m30_00.dzn.txt
set-3b,62,4,30,103,0.5,0.041666666666666664,1.6612903225806452,0.027234267583289264,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.7_n60_m30_01.dzn.txt
set-3b,62,4,30,103,0.5,0.041666666666666664,1.6612903225806452,0.027234267583289264,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.7_n60_m30_02.dzn.txt
set-3b,62,4,30,103,0.5,0.041666666666666664,1.6612903225806452,0.027234267583289264,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.7_n60_m30_03.dzn.txt
set-3b,62,4,30,103,0.5,0.041666666666666664,1.6612903225806452,0.027234267583289264,./modules/rcpsp-instances/MSPSP/set-3b/inst_set1_sf0.5_nc1.7_n60_m30_04.dzn.txt
