family,n_activities,n_skills,n_resources,n_precedences,skill_factor,modified_resource_strength,network_complexity,network_density,mspsp_instance
set-2a,27,3,10,39,0.7066666666666667,0.07547169811320754,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_00.dzn.txt
set-2a,27,3,10,38,0.7066666666666667,0.07547169811320754,1.4074074074074074,0.05413105413105413,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_01.dzn.txt
set-2a,27,3,10,39,0.6133333333333333,0.08695652173913043,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_02.dzn.txt
set-2a,27,3,10,37,0.7066666666666667,0.07547169811320754,1.3703703703703705,0.05270655270655271,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_03.dzn.txt
set-2a,27,3,10,38,0.7066666666666667,0.07547169811320754,1.4074074074074074,0.05413105413105413,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_04.dzn.txt
set-2a,27,3,10,36,0.7066666666666667,0.07547169811320754,1.3333333333333333,0.05128205128205128,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_05.dzn.txt
set-2a,27,3,10,35,0.7066666666666667,0.07547169811320754,1.2962962962962963,0.04985754985754986,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l3_m10_06.dzn.txt
set-2a,27,8,10,38,0.375,0.05333333333333334,1.4074074074074074,0.05413105413105413,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_00.dzn.txt
set-2a,27,8,10,37,0.375,0.05333333333333334,1.3703703703703705,0.05270655270655271,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_01.dzn.txt
set-2a,27,8,10,38,0.375,0.05333333333333334,1.4074074074074074,0.05413105413105413,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_02.dzn.txt
set-2a,27,8,10,39,0.375,0.05333333333333334,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_03.dzn.txt
set-2a,27,8,10,35,0.405,0.04938271604938271,1.2962962962962963,0.04985754985754986,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_04.dzn.txt
set-2a,27,8,10,36,0.375,0.05333333333333334,1.3333333333333333,0.05128205128205128,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_05.dzn.txt
set-2a,27,8,10,35,0.375,0.05333333333333334,1.2962962962962963,0.04985754985754986,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_06.dzn.txt
set-2a,27,8,10,39,0.405,0.04938271604938271,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_07.dzn.txt
set-2a,27,8,10,39,0.375,0.05333333333333334,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_08.dzn.txt
set-2a,27,8,10,37,0.405,0.04938271604938271,1.3703703703703705,0.05270655270655271,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_09.dzn.txt
set-2a,27,8,10,39,0.405,0.04938271604938271,1.4444444444444444,0.05555555555555555,./modules/rcpsp-instances/MSPSP/set-2a/inst_set2a_sf0_nc1.5_n25_l8_m10_10.dzn.txt
